a	b
4475	2596
4476	2597
4478	2598
4480	2599
4481	2600
4489	2601
4490	2602
4492	2603
4493	2604
4494	2605
4495	2606
4496	2607
4497	2608
4498	2609
4500	2610
4501	2611
4502	2612
4503	2613
4504	2614
4505	2615
4506	2616
4508	2617
4510	2618
4511	2619
4515	2620
4516	2621
4517	2622
4518	2623
4521	2624
4525	2625
4526	2626
4529	2627
4530	2628
4532	2629
4533	2630
4535	2631
4536	2632
4539	2633
4541	2634
4543	2635
4544	2636
4546	2637
4549	2638
4552	2639
4555	2640
4557	2641
4558	2642
4561	2643
4562	2644
4564	2645
4566	2646
4568	2647
4570	2648
4574	2649
4575	2650
4576	2651
4580	2652
4582	2653
4584	2654
4585	2655
4586	2656
4587	2657
4588	2658
4589	2659
4591	2660
4593	2661
4595	2662
4596	2663
4598	2664
4599	2665
4603	2666
4605	2667
4607	2668
4609	2669
4611	2670
4615	2671
4616	2672
4617	2673
4620	2674
4623	2675
4624	2676
4625	2677
4627	2678
4628	2679
4629	2680
4632	2681
4637	2682
4639	2683
4641	2684
4642	2685
4643	2686
4644	2687
4646	2688
4648	2689
4651	2690
4652	2691
4653	2692
4655	2693
4656	2694
4658	2695
4660	2696
4661	2697
4662	2698
4667	2699
4670	2700
4671	2701
4672	2702
4673	2703
4675	2704
4677	2705
4680	2706
4682	2707
4683	2708
4684	2709
4686	2710
4688	2711
4689	2712
4690	2713
4692	2714
4693	2715
4694	2716
4696	2717
4697	2718
4698	2719
4699	2720
4700	2721
4703	2722
4704	2723
4705	2724
4710	2725
4716	2726
4717	2727
4718	2728
4721	2729
4722	2730
4723	2731
4726	2732
4727	2733
4728	2734
4729	2735
4730	2736
4732	2737
4733	2738
4741	2739
4742	2740
4744	2741
4745	2742
4746	2743
4748	2744
4749	2745
4751	2746
4753	2747
4757	2748
4758	2749
4759	2750
4760	2751
4761	2752
4762	2753
4765	2754
4766	2755
4767	2756
4770	2757
4771	2758
4772	2759
4773	2760
4774	2761
4775	2762
4777	2763
4778	2764
4781	2765
4784	2766
4786	2767
4788	2768
4789	2769
4792	2770
4793	2771
4794	2772
4796	2773
4797	2774
4798	2775
4800	2776
4801	2777
4806	2778
4809	2779
4810	2780
4811	2781
4813	2782
4814	2783
4819	2784
4820	2785
4822	2786
4823	2787
4825	2788
4829	2789
4830	2790
4832	2791
4833	2792
4834	2793
4836	2794
4839	2795
4841	2796
4842	2797
4843	2798
4846	2799
4848	2800
4849	2801
4852	2802
4853	2803
4857	2804
4859	2805
4861	2806
4862	2807
4863	2808
4864	2809
4865	2810
4866	2811
4868	2812
4871	2813
4872	2814
4873	2815
4875	2816
4878	2817
4879	2818
4880	2819
4882	2820
4883	2821
4886	2822
4887	2823
4889	2824
4891	2825
4894	2826
4897	2827
4898	2828
4900	2829
4903	2830
4905	2831
4907	2832
4908	2833
4910	2834
4912	2835
4913	2836
4914	2837
4917	2838
4921	2839
4922	2840
4923	2841
4926	2842
4927	2843
4928	2844
4929	2845
4930	2846
4931	2847
4933	2848
4934	2849
4937	2850
4938	2851
4939	2852
4940	2853
4942	2854
4947	2855
4949	2856
4951	2857
4952	2858
4955	2859
4957	2860
4958	2861
4959	2862
4960	2863
4961	2864
4964	2865
4965	2866
4966	2867
4967	2868
4968	2869
4970	2870
4971	2871
4972	2872
4973	2873
4977	2874
4978	2875
4979	2876
4980	2877
4982	2878
4983	2879
4984	2880
4986	2881
4987	2882
4988	2883
4989	2884
4990	2885
4991	2886
4992	2887
4993	2888
4994	2889
4995	2890
4998	2891
4999	2892
5000	2893
5001	2894
5004	2895
5007	2896
5009	2897
5012	2898
5013	2899
5014	2900
5015	2901
5016	2902
5017	2903
5018	2904
5020	2905
5021	2906
5022	2907
5023	2908
5025	2909
5026	2910
5028	2911
5029	2912
5031	2913
5033	2914
5034	2915
5036	2916
5037	2917
5038	2918
5039	2919
5040	2920
5041	2921
5042	2922
5043	2923
5046	2924
5047	2925
5048	2926
5049	2927
5050	2928
5052	2929
5053	2930
5054	2931
5057	2932
5058	2933
5060	2934
5065	2935
5066	2936
5067	2937
5070	2938
5072	2939
5076	2940
5077	2941
5080	2942
5081	2943
5082	2944
5084	2945
5087	2946
5089	2947
5091	2948
5095	2949
5096	2950
5097	2951
5098	2952
5100	2953
5101	2954
5102	2955
5104	2956
5105	2957
5106	2958
5107	2959
5111	2960
5114	2961
5116	2962
5118	2963
5121	2964
5122	2965
5125	2966
5128	2967
5129	2968
5131	2969
5135	2970
5136	2971
5138	2972
5141	2973
5143	2974
5144	2975
5146	2976
5147	2977
5149	2978
5151	2979
5154	2980
5155	2981
5156	2982
5158	2983
5159	2984
5161	2985
5162	2986
5163	2987
5164	2988
5170	2989
5172	2990
5173	2991
5176	2992
5177	2993
5178	2994
5181	2995
5182	2996
5183	2997
5184	2998
5186	2999
5187	3000
5188	3001
5189	3002
5193	3003
5194	3004
5198	3005
5199	3006
5201	3007
5202	3008
5206	3009
5207	3010
5208	3011
5210	3012
5213	3013
5215	3014
5216	3015
5219	3016
5220	3017
5221	3018
5222	3019
5225	3020
5226	3021
5228	3022
5229	3023
5230	3024
5231	3025
5234	3026
5235	3027
5236	3028
5237	3029
5238	3030
5239	3031
5242	3032
5245	3033
5250	3034
5251	3035
5253	3036
5255	3037
5256	3038
5257	3039
5259	3040
5263	3041
5264	3042
5265	3043
5266	3044
5270	3045
5273	3046
5274	3047
5276	3048
5278	3049
5279	3050
5282	3051
5283	3052
5284	3053
5286	3054
5291	3055
5292	3056
5293	3057
5297	3058
5299	3059
5304	3060
5305	3061
5306	3062
5307	3063
5309	3064
5310	3065
5311	3066
5312	3067
5313	3068
5314	3069
5317	3070
5319	3071
5320	3072
5323	3073
5327	3074
5328	3075
5330	3076
5331	3077
5333	3078
5334	3079
5336	3080
5337	3081
5339	3082
5344	3083
5346	3084
5347	3085
5350	3086
5352	3087
5353	3088
5354	3089
5355	3090
5356	3091
5358	3092
5361	3093
5365	3094
5367	3095
5369	3096
5371	3097
5372	3098
5373	3099
5375	3100
5376	3101
5377	3102
5379	3103
5380	3104
5383	3105
5384	3106
5385	3107
5388	3108
5392	3109
5393	3110
5394	3111
5395	3112
5396	3113
5397	3114
5398	3115
5400	3116
5401	3117
5402	3118
5403	3119
5405	3120
5407	3121
5410	3122
5411	3123
5412	3124
5413	3125
5414	3126
5415	3127
5416	3128
5417	3129
5422	3130
5423	3131
5426	3132
5427	3133
5428	3134
5429	3135
5430	3136
5432	3137
5435	3138
5437	3139
5438	3140
5443	3141
5444	3142
5446	3143
5447	3144
5449	3145
5450	3146
5451	3147
5452	3148
5454	3149
5456	3150
5457	3151
5458	3152
5459	3153
5461	3154
5462	3155
5464	3156
5465	3157
5467	3158
5468	3159
5471	3160
5472	3161
5475	3162
5478	3163
5480	3164
5483	3165
5484	3166
5488	3167
5489	3168
5490	3169
5493	3170
5496	3171
5499	3172
5500	3173
5502	3174
5503	3175
5506	3176
5508	3177
5510	3178
5512	3179
5513	3180
5514	3181
5515	3182
5517	3183
5519	3184
5521	3185
5522	3186
5524	3187
5525	3188
5526	3189
5527	3190
5530	3191
5531	3192
5532	3193
5533	3194
5534	3195
5535	3196
5536	3197
5537	3198
5538	3199
5540	3200
5542	3201
5544	3202
5545	3203
5546	3204
5547	3205
5548	3206
5549	3207
5552	3208
5554	3209
5556	3210
5557	3211
5559	3212
5561	3213
5563	3214
5566	3215
5567	3216
5572	3217
5573	3218
5574	3219
5575	3220
5576	3221
5577	3222
5578	3223
5581	3224
5583	3225
5584	3226
5586	3227
5587	3228
5588	3229
5590	3230
5594	3231
5595	3232
5597	3233
5598	3234
5600	3235
5603	3236
5604	3237
5605	3238
5606	3239
5607	3240
5608	3241
5610	3242
5612	3243
5615	3244
5618	3245
5619	3246
5620	3247
5622	3248
5623	3249
5624	3250
5625	3251
5626	3252
5628	3253
5629	3254
5631	3255
5632	3256
5633	3257
5634	3258
5636	3259
5637	3260
5638	3261
5639	3262
5640	3263
5642	3264
5643	3265
5644	3266
5645	3267
5646	3268
5649	3269
5650	3270
5651	3271
5652	3272
5653	3273
5655	3274
5656	3275
5657	3276
5660	3277
5661	3278
5662	3279
5666	3280
5668	3281
5670	3282
5671	3283
5673	3284
5679	3285
5683	3286
5685	3287
5688	3288
5689	3289
5690	3290
5691	3291
5695	3292
5696	3293
5697	3294
5698	3295
5699	3296
5702	3297
5703	3298
5704	3299
5708	3300
5709	3301
5710	3302
5711	3303
5714	3304
5718	3305
5726	3306
5727	3307
5730	3308
5732	3309
5738	3310
5742	3311
5744	3312
5745	3313
5746	3314
5747	3315
5748	3316
5749	3317
5750	3318
5751	3319
5754	3320
5755	3321
5756	3322
5757	3323
5759	3324
5760	3325
5763	3326
5764	3327
5766	3328
5767	3329
5770	3330
5772	3331
5775	3332
5778	3333
5779	3334
5780	3335
5781	3336
5784	3337
5785	3338
5787	3339
5788	3340
5790	3341
5791	3342
5793	3343
5796	3344
5798	3345
5799	3346
5800	3347
5801	3348
5802	3349
5803	3350
5805	3351
5807	3352
5808	3353
5811	3354
5814	3355
5815	3356
5816	3357
5819	3358
5820	3359
5821	3360
5822	3361
5823	3362
5824	3363
5826	3364
5827	3365
5828	3366
5830	3367
5834	3368
5835	3369
5836	3370
5838	3371
5839	3372
5840	3373
5841	3374
5842	3375
5844	3376
5845	3377
5846	3378
5847	3379
5849	3380
5851	3381
5857	3382
5860	3383
5862	3384
5863	3385
5864	3386
5865	3387
5866	3388
5867	3389
5868	3390
5869	3391
5872	3392
5873	3393
5874	3394
5875	3395
5876	3396
5878	3397
5879	3398
5881	3399
5882	3400
5885	3401
5887	3402
5888	3403
5889	3404
5891	3405
5894	3406
5895	3407
5896	3408
5898	3409
5899	3410
5900	3411
5901	3412
5902	3413
5904	3414
5905	3415
5906	3416
5908	3417
5909	3418
5915	3419
5917	3420
5919	3421
5920	3422
5921	3423
5922	3424
5923	3425
5924	3426
5925	3427
5926	3428
5928	3429
5930	3430
5932	3431
5934	3432
5935	3433
5936	3434
5937	3435
5938	3436
5942	3437
5943	3438
5945	3439
5947	3440
5948	3441
5949	3442
5950	3443
5951	3444
5952	3445
5953	3446
5956	3447
5957	3448
5958	3449
5959	3450
5963	3451
5964	3452
5966	3453
5968	3454
5969	3455
5971	3456
5973	3457
5974	3458
5975	3459
5976	3460
5977	3461
5979	3462
5983	3463
5984	3464
5985	3465
5986	3466
5988	3467
5989	3468
5991	3469
5995	3470
5996	3471
5998	3472
5999	3473
6002	3474
6004	3475
6007	3476
6009	3477
6012	3478
6014	3479
6017	3480
6018	3481
6019	3482
6020	3483
6023	3484
6024	3485
6027	3486
6030	3487
6032	3488
6034	3489
6035	3490
6036	3491
6037	3492
6038	3493
6039	3494
6041	3495
6046	3496
6048	3497
6050	3498
6053	3499
6054	3500
6055	3501
6056	3502
6057	3503
6058	3504
6059	3505
6060	3506
6062	3507
6063	3508
6064	3509
6065	3510
6066	3511
6067	3512
6068	3513
6070	3514
6072	3515
6073	3516
6074	3517
6075	3518
6076	3519
6077	3520
6078	3521
6080	3522
6083	3523
6084	3524
6085	3525
6087	3526
6088	3527
6090	3528
6092	3529
6093	3530
6094	3531
6098	3532
6099	3533
6101	3534
6102	3535
6104	3536
6107	3537
6108	3538
6110	3539
6112	3540
6115	3541
6116	3542
6117	3543
6119	3544
6121	3545
6124	3546
6125	3547
6127	3548
6129	3549
6132	3550
6133	3551
6135	3552
6137	3553
6138	3554
6139	3555
6141	3556
6142	3557
6144	3558
6145	3559
6148	3560
6151	3561
6152	3562
6155	3563
6156	3564
6159	3565
6160	3566
6161	3567
6164	3568
6166	3569
6167	3570
6168	3571
6169	3572
6170	3573
6173	3574
6175	3575
6176	3576
6178	3577
6179	3578
6180	3579
6181	3580
6182	3581
6183	3582
6186	3583
6187	3584
6189	3585
6191	3586
6192	3587
6194	3588
6195	3589
6197	3590
6198	3591
6205	3592
6206	3593
6207	3594
6208	3595
6209	3596
6210	3597
6211	3598
6212	3599
6214	3600
6215	3601
6216	3602
6217	3603
6218	3604
6219	3605
6220	3606
6221	3607
6223	3608
6224	3609
6225	3610
6226	3611
6227	3612
6230	3613
6234	3614
6235	3615
6236	3616
6237	3617
6241	3618
6242	3619
6243	3620
6246	3621
6248	3622
6251	3623
6252	3624
6253	3625
6254	3626
6257	3627
6260	3628
6262	3629
6269	3630
6270	3631
6271	3632
6272	3633
6274	3634
6275	3635
6276	3636
6277	3637
6280	3638
6281	3639
6282	3640
6284	3641
6285	3642
6286	3643
6289	3644
6290	3645
6291	3646
6293	3647
6294	3648
6295	3649
6296	3650
6298	3651
6299	3652
6303	3653
6304	3654
6305	3655
6307	3656
6310	3657
6311	3658
6313	3659
6314	3660
6316	3661
6317	3662
6318	3663
6320	3664
6321	3665
6322	3666
6323	3667
6325	3668
6328	3669
6330	3670
6331	3671
6333	3672
6335	3673
6336	3674
6339	3675
6340	3676
6343	3677
6344	3678
6345	3679
6347	3680
6349	3681
6351	3682
6353	3683
6356	3684
6357	3685
6359	3686
6361	3687
6364	3688
6366	3689
6369	3690
6370	3691
6372	3692
6374	3693
6376	3694
6380	3695
6384	3696
6387	3697
6390	3698
6392	3699
6393	3700
6395	3701
6396	3702
6397	3703
6398	3704
6400	3705
6403	3706
6405	3707
6406	3708
6408	3709
6409	3710
6410	3711
6411	3712
6412	3713
6413	3714
6414	3715
6419	3716
6420	3717
6421	3718
6423	3719
6425	3720
6426	3721
6428	3722
6429	3723
6430	3724
6431	3725
6432	3726
6433	3727
6434	3728
6436	3729
6437	3730
6439	3731
6440	3732
6443	3733
6446	3734
6448	3735
6450	3736
6452	3737
6454	3738
6455	3739
6456	3740
6459	3741
6461	3742
6462	3743
6463	3744
6464	3745
6468	3746
6469	3747
6470	3748
6472	3749
6473	3750
6475	3751
6478	3752
6479	3753
6480	3754
6482	3755
6483	3756
6484	3757
6485	3758
6486	3759
6488	3760
6491	3761
6495	3762
6497	3763
6498	3764
6500	3765
6503	3766
6504	3767
6505	3768
6506	3769
6508	3770
6509	3771
6510	3772
6511	3773
6512	3774
6514	3775
6515	3776
6516	3777
6518	3778
6521	3779
6522	3780
6526	3781
6527	3782
6528	3783
6530	3784
6532	3785
6533	3786
6537	3787
6539	3788
6542	3789
6543	3790
6544	3791
6546	3792
6547	3793
6548	3794
6549	3795
6551	3796
6553	3797
6555	3798
6557	3799
6559	3800
6560	3801
6561	3802
6565	3803
6567	3804
6569	3805
6570	3806
6571	3807
6572	3808
6575	3809
6576	3810
6580	3811
6581	3812
6582	3813
6584	3814
6588	3815
6589	3816
6590	3817
6592	3818
6593	3819
6594	3820
6595	3821
6596	3822
6597	3823
6600	3824
6601	3825
6602	3826
6603	3827
6604	3828
6606	3829
6607	3830
6609	3831
6615	3832
6616	3833
6617	3834
6618	3835
6620	3836
6621	3837
6622	3838
6623	3839
6625	3840
6626	3841
6627	3842
6628	3843
6629	3844
6632	3845
6637	3846
6640	3847
6641	3848
6642	3849
6643	3850
6644	3851
6645	3852
6646	3853
6647	3854
6648	3855
6651	3856
6653	3857
6654	3858
6655	3859
6656	3860
6657	3861
6658	3862
6663	3863
6664	3864
6665	3865
6669	3866
6671	3867
6672	3868
6673	3869
6674	3870
6675	3871
6677	3872
6678	3873
6684	3874
6685	3875
6687	3876
6689	3877
6690	3878
6691	3879
6692	3880
6693	3881
6696	3882
6698	3883
6700	3884
6702	3885
6704	3886
6705	3887
6706	3888
6708	3889
6709	3890
6711	3891
6713	3892
6715	3893
6719	3894
6721	3895
6722	3896
6723	3897
6724	3898
6726	3899
6727	3900
6728	3901
6731	3902
6732	3903
6735	3904
6737	3905
6738	3906
6739	3907
6743	3908
6744	3909
6746	3910
6747	3911
6748	3912
6749	3913
6751	3914
6753	3915
6754	3916
6757	3917
6758	3918
6759	3919
6761	3920
6762	3921
6763	3922
6764	3923
6768	3924
6769	3925
6772	3926
6774	3927
6776	3928
6777	3929
6778	3930
6780	3931
6782	3932
6783	3933
6786	3934
6787	3935
6788	3936
6791	3937
6792	3938
6794	3939
6796	3940
6798	3941
6799	3942
6801	3943
6802	3944
6803	3945
6804	3946
6806	3947
6810	3948
6813	3949
6815	3950
6817	3951
6818	3952
6819	3953
6820	3954
6822	3955
6823	3956
6825	3957
6826	3958
6827	3959
6828	3960
6829	3961
6830	3962
6831	3963
6832	3964
6834	3965
6835	3966
6837	3967
6838	3968
6840	3969
6845	3970
6848	3971
6850	3972
6851	3973
6853	3974
6856	3975
6862	3976
6864	3977
6866	3978
6867	3979
6868	3980
6870	3981
6872	3982
6874	3983
6875	3984
6876	3985
6877	3986
6878	3987
6879	3988
6882	3989
6883	3990
6889	3991
6892	3992
6894	3993
6895	3994
6897	3995
6900	3996
6901	3997
6904	3998
6905	3999
6906	4000
6907	4001
6908	4002
6910	4003
6911	4004
6916	4005
6917	4006
6918	4007
6919	4008
6921	4009
6922	4010
6924	4011
6925	4012
6927	4013
6928	4014
6929	4015
6930	4016
6931	4017
6932	4018
6933	4019
6934	4020
6937	4021
6938	4022
6939	4023
6941	4024
6942	4025
6943	4026
6944	4027
6945	4028
6950	4029
6951	4030
6952	4031
6953	4032
6954	4033
6958	4034
6959	4035
6961	4036
6966	4037
6967	4038
6968	4039
6969	4040
6971	4041
6972	4042
6973	4043
6974	4044
6975	4045
6976	4046
6979	4047
6984	4048
6988	4049
6989	4050
6990	4051
6995	4052
6996	4053
6997	4054
6998	4055
7001	4056
7002	4057
7003	4058
7004	4059
7006	4060
7011	4061
7013	4062
7016	4063
7017	4064
7023	4065
7028	4066
7029	4067
7031	4068
7032	4069
7033	4070
7034	4071
7038	4072
7040	4073
7041	4074
7042	4075
7045	4076
7048	4077
7049	4078
7050	4079
7051	4080
7052	4081
7053	4082
7054	4083
7055	4084
7056	4085
7058	4086
7059	4087
7060	4088
7063	4089
7064	4090
7065	4091
7068	4092
7069	4093
7070	4094
7071	4095
7072	4096
7074	4097
7076	4098
7077	4099
7078	4100
7079	4101
7083	4102
7085	4103
7090	4104
7093	4105
7095	4106
7096	4107
7097	4108
7099	4109
7100	4110
7101	4111
7103	4112
7107	4113
7108	4114
7109	4115
7110	4116
7113	4117
7117	4118
7118	4119
7119	4120
7123	4121
7125	4122
7130	4123
7131	4124
7133	4125
7134	4126
7135	4127
7138	4128
7142	4129
7143	4130
7144	4131
7145	4132
7146	4133
7149	4134
7150	4135
7157	4136
7158	4137
7159	4138
7160	4139
7164	4140
7165	4141
7166	4142
7167	4143
7168	4144
7169	4145
7171	4146
7172	4147
7173	4148
7177	4149
7180	4150
7181	4151
7182	4152
7186	4153
7187	4154
7189	4155
7190	4156
7191	4157
7196	4158
7197	4159
7201	4160
7202	4161
7203	4162
7207	4163
7209	4164
7212	4165
7213	4166
7214	4167
7216	4168
7217	4169
7220	4170
7221	4171
7222	4172
7223	4173
7224	4174
7227	4175
7228	4176
7230	4177
7231	4178
7232	4179
7233	4180
7235	4181
7237	4182
7238	4183
7242	4184
7243	4185
7244	4186
7245	4187
7246	4188
7249	4189
7250	4190
7251	4191
7255	4192
7256	4193
7258	4194
7260	4195
7263	4196
7265	4197
7267	4198
7268	4199
7269	4200
7272	4201
7273	4202
7274	4203
7276	4204
7278	4205
7279	4206
7280	4207
7281	4208
7283	4209
7285	4210
7286	4211
7287	4212
7288	4213
7289	4214
7292	4215
7296	4216
7299	4217
7300	4218
7302	4219
7303	4220
7304	4221
7305	4222
7306	4223
7310	4224
7312	4225
7314	4226
7316	4227
7319	4228
7320	4229
7322	4230
7324	4231
7325	4232
7326	4233
7327	4234
7328	4235
7332	4236
7334	4237
7335	4238
7337	4239
7342	4240
7343	4241
7344	4242
7346	4243
7347	4244
7349	4245
7350	4246
7352	4247
7354	4248
7357	4249
7359	4250
7362	4251
7363	4252
7364	4253
7365	4254
7366	4255
7367	4256
7368	4257
7369	4258
7370	4259
7371	4260
7372	4261
7373	4262
7374	4263
7376	4264
7377	4265
7378	4266
7381	4267
7383	4268
7384	4269
7385	4270
7386	4271
7387	4272
7389	4273
7390	4274
7392	4275
7394	4276
7395	4277
7396	4278
7399	4279
7400	4280
7401	4281
7403	4282
7407	4283
7408	4284
7412	4285
7414	4286
7416	4287
7419	4288
7420	4289
7421	4290
7422	4291
7424	4292
7425	4293
7426	4294
7427	4295
7429	4296
7433	4297
7434	4298
7435	4299
7436	4300
7439	4301
7441	4302
7443	4303
7445	4304
7447	4305
7448	4306
7449	4307
7451	4308
7454	4309
7457	4310
7459	4311
7460	4312
7462	4313
7466	4314
7467	4315
7469	4316
7472	4317
7474	4318
7475	4319
7476	4320
7481	4321
7483	4322
7484	4323
7485	4324
7486	4325
7490	4326
7494	4327
7497	4328
7498	4329
7499	4330
7501	4331
7502	4332
7503	4333
7504	4334
7505	4335
7506	4336
7507	4337
7510	4338
7511	4339
7513	4340
7514	4341
7515	4342
7516	4343
7520	4344
7521	4345
7523	4346
7524	4347
7527	4348
7530	4349
7531	4350
7532	4351
7533	4352
7535	4353
7537	4354
7538	4355
7539	4356
7540	4357
7541	4358
7543	4359
7545	4360
7550	4361
7555	4362
7558	4363
7559	4364
7561	4365
7564	4366
7566	4367
7567	4368
7570	4369
7572	4370
7573	4371
7574	4372
7575	4373
7576	4374
7578	4375
7579	4376
7581	4377
7583	4378
7584	4379
7586	4380
7587	4381
7588	4382
7589	4383
7594	4384
7595	4385
7598	4386
7599	4387
7601	4388
7603	4389
7604	4390
7605	4391
7606	4392
7607	4393
7608	4394
7612	4395
7613	4396
7614	4397
7615	4398
7616	4399
7617	4400
7618	4401
7621	4402
7623	4403
7624	4404
7625	4405
7626	4406
7627	4407
7629	4408
7631	4409
7633	4410
7636	4411
7637	4412
7638	4413
7640	4414
7641	4415
7642	4416
7644	4417
7645	4418
7647	4419
7648	4420
7650	4421
7651	4422
7653	4423
7655	4424
7657	4425
7659	4426
7661	4427
7662	4428
7663	4429
7664	4430
7667	4431
7668	4432
7669	4433
7670	4434
7671	4435
7673	4436
7676	4437
7678	4438
7679	4439
7680	4440
7683	4441
7684	4442
7685	4443
7686	4444
7688	4445
7690	4446
7691	4447
7693	4448
7694	4449
7695	4450
7697	4451
7698	4452
7700	4453
7701	4454
7702	4455
7704	4456
7706	4457
7708	4458
7709	4459
7710	4460
7714	4461
7715	4462
7716	4463
7717	4464
7718	4465
7722	4466
7723	4467
7725	4468
7726	4469
7728	4470
7732	4471
7734	4472
7735	4473
7737	4474
7738	4475
7739	4476
7743	4477
7746	4478
7747	4479
7750	4480
7752	4481
7753	4482
7754	4483
7757	4484
7758	4485
7759	4486
7760	4487
7761	4488
7762	4489
7763	4490
7764	4491
7765	4492
7766	4493
7770	4494
7771	4495
7775	4496
7776	4497
7778	4498
7779	4499
7781	4500
7783	4501
7784	4502
7788	4503
7789	4504
7790	4505
7792	4506
7793	4507
7794	4508
7796	4509
7800	4510
7801	4511
7803	4512
7805	4513
7808	4514
7809	4515
7811	4516
7812	4517
7814	4518
7816	4519
7817	4520
7820	4521
7821	4522
7822	4523
7825	4524
7826	4525
7829	4526
7830	4527
7835	4528
7837	4529
7838	4530
7841	4531
7842	4532
7843	4533
7847	4534
7848	4535
7849	4536
7850	4537
7851	4538
7852	4539
7857	4540
7858	4541
7860	4542
7862	4543
7864	4544
7865	4545
7866	4546
7867	4547
7868	4548
7871	4549
7872	4550
7873	4551
7875	4552
7879	4553
7881	4554
7883	4555
7884	4556
7885	4557
7886	4558
7889	4559
7890	4560
7891	4561
7893	4562
7894	4563
7895	4564
7896	4565
7897	4566
7898	4567
7899	4568
7900	4569
7904	4570
7906	4571
7907	4572
7908	4573
7910	4574
7911	4575
7912	4576
7913	4577
7916	4578
7918	4579
7920	4580
7922	4581
7923	4582
7924	4583
7925	4584
7927	4585
7931	4586
7933	4587
7934	4588
7935	4589
7936	4590
7937	4591
7938	4592
7939	4593
7946	4594
7949	4595
7950	4596
7951	4597
7952	4598
7954	4599
7956	4600
7961	4601
7966	4602
7969	4603
7970	4604
7971	4605
7973	4606
7974	4607
7975	4608
7977	4609
7978	4610
7979	4611
7980	4612
7981	4613
7982	4614
7983	4615
7986	4616
7987	4617
7989	4618
7990	4619
7991	4620
7992	4621
7993	4622
7996	4623
7997	4624
7999	4625
8000	4626
8004	4627
8005	4628
8006	4629
8007	4630
8008	4631
8010	4632
8011	4633
8015	4634
8016	4635
8017	4636
8019	4637
8023	4638
8025	4639
8031	4640
8032	4641
8033	4642
8034	4643
8036	4644
8038	4645
8039	4646
8040	4647
8043	4648
8045	4649
8046	4650
8049	4651
8050	4652
8057	4653
8059	4654
8060	4655
8061	4656
8062	4657
8063	4658
8064	4659
8065	4660
8066	4661
8067	4662
8069	4663
8070	4664
8074	4665
8075	4666
8076	4667
8080	4668
8081	4669
8082	4670
8083	4671
8084	4672
8085	4673
8088	4674
8090	4675
8091	4676
